Activity3.[Activity3],Demand Type.[Demand Type],Supplier.[Supplier Location],Version.[Version Name],Activity1.[Activity1],Activity2.[Activity2],Documents.[OrderlineID],Location.[Location],Time.[Week],Item.[Item],W Procurement Forecast Due to Forecast,W Procurement Forecast Due to Orders,W Procurement Forecast Intermediate with Demand Type Input To R,W Procurement Forecast With Demand Type,W Procurement Forecast With Demand Type within Lead Time
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-32411,Greater China,2026-W14,NK-AP-ECT-4787,2883.3699898831364,1235.7299956642014,4119.099985547338,4119.099985547338,2059.549992773669
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-82440,North America,2026-W14,NK-AP-TJ-3459,2765.6439781142717,1185.2759906204021,3950.919968734674,3950.919968734674,1975.459984367337
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-69207,EMEA,2026-W14,NK-AM-PLS-9405,1562.707695592125,669.7318695394821,2232.439565131607,2232.439565131607,1116.2197825658036
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-67761,North America,2026-W14,NK-AP-PDF-5744,971.2473909008412,416.24888181464627,1387.4962727154875,1387.4962727154875,693.7481363577438
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-52851,North America,2026-W14,NK-CV-L-9429,5297.030290081523,2270.155838606367,7567.186128687891,7567.186128687891,3783.5930643439456
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-28332,EMEA,2026-W14,NK-AP-SFJ-6636,3024.294988915984,1296.126423821136,4320.421412737121,4320.421412737121,2160.2107063685603
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-24300,North America,2026-W14,NK-CV-L-1841,4211.460505952064,1804.9116454080274,6016.372151360091,6016.372151360091,3008.1860756800456
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-94243,EMEA,2026-W14,NK-CV-L-4493,4247.651737485091,1820.422173207896,6068.073910692987,6068.073910692987,3034.0369553464934
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-55625,Greater China,2026-W14,NK-MT-9-1455,4579.593749469377,1962.683035486876,6542.276784956253,6542.276784956253,3271.1383924781267
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-56477,North America,2026-W14,NK-AP-ECT-7743,5322.013025532799,2280.8627252283422,7602.875750761142,7602.875750761142,3801.437875380571
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-60401,EMEA,2026-W14,NK-AP-YLL-2377,3172.7870780859666,1359.7658906082713,4532.552968694238,4532.552968694238,2266.276484347119
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-14843,APLA,2026-W14,NK-BK-L21-4823,2035.3394409136338,872.2883318201289,2907.627772733763,2907.627772733763,1453.8138863668814
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-53380,EMEA,2026-W14,NK-JD-SL3-6270,5773.37053197696,2474.301656561554,8247.672188538514,8247.672188538514,4123.836094269257
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-34511,Greater China,2026-W14,NK-AP-PDF-1609,6458.29496818607,2767.840700651173,9226.135668837243,9226.135668837243,4613.067834418622
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-36037,EMEA,2026-W14,NK-AP-ECT-2521,1014.271132174148,434.68762807463486,1448.958760248783,1448.958760248783,724.4793801243915
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-10083,North America,2026-W14,NK-AP-TJ-5787,6972.284607207285,2988.121974517408,9960.406581724694,9960.406581724694,4980.203290862347
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-35283,EMEA,2026-W14,NK-AP-ACG-5442,3151.260644369345,1350.5402761582907,4501.800920527636,4501.800920527636,2250.900460263818
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-46573,EMEA,2026-W14,NK-AP-PDF-1131,4430.001054010049,1898.571880290021,6328.57293430007,6328.57293430007,3164.286467150035
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-82995,Greater China,2026-W14,NK-AM-PLS-2018,3728.3487877462353,1597.863766176958,5326.212553923194,5326.212553923194,2663.106276961597
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-86858,Greater China,2026-W14,NK-AM-PLS-9659,4771.151546046288,2044.7792340198378,6815.930780066126,6815.930780066126,3407.965390033063
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-97334,North America,2026-W14,NK-AP-ECT-8105,5014.645757806502,2149.1338962027867,7163.779654009289,7163.779654009289,3581.8898270046443
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-40423,North America,2026-W14,NK-BK-L21-9219,5754.960297148838,2466.411555920931,8221.37185306977,8221.37185306977,4110.685926534885
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-32241,APLA,2026-W14,NK-CV-L-5071,5385.5676727107175,2308.100431161736,7693.668103872455,7693.668103872455,3846.8340519362273
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-53070,North America,2026-W14,NK-AP-ACG-1499,3684.0303172023237,1578.870135943853,5262.900453146177,5262.900453146177,2631.4502265730885
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-56847,North America,2026-W14,NK-AM-90-6974,4150.396970188248,1778.7415586521063,5929.138528840354,5929.138528840354,2964.569264420177
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-83745,Greater China,2026-W14,NK-AM-270-9939,5007.667093668044,2146.1430401434473,7153.810133811491,7153.810133811491,3576.9050669057456
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-46375,APLA,2026-W14,NK-AP-PDF-8824,5257.163358213884,2253.070010663093,7510.233368876977,7510.233368876977,3755.1166844384884
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-22344,EMEA,2026-W14,NK-RA-RW-4662,3253.5504902730713,1394.378781545602,4647.929271818673,4647.929271818673,2323.9646359093367
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-52064,EMEA,2026-W14,NK-AP-IC-2070,3615.6039064479246,1549.544531334825,5165.14843778275,5165.14843778275,2582.574218891375
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-47478,North America,2026-W14,NK-RA-RW-9996,1441.9803653098945,617.991585132812,2059.9719504427067,2059.9719504427067,1029.9859752213533
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-90130,North America,2026-W14,NK-AP-IC-8442,5740.257466474178,2460.110342774648,8200.367809248826,8200.367809248826,4100.183904624413
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-30742,Greater China,2026-W14,NK-AM-90-7963,6627.504295091806,2840.358983610774,9467.86327870258,9467.86327870258,4733.93163935129
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-77514,North America,2026-W14,NK-RT-3-1319,6366.446205130358,2728.476945055868,9094.923150186227,9094.923150186227,4547.461575093113
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-64830,EMEA,2026-W14,NK-AP-IC-8854,5144.787611926258,2204.9089765398253,7349.696588466084,7349.696588466084,3674.848294233042
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-92094,EMEA,2026-W14,NK-AP-ECT-4805,4334.11590979647,1857.4782470556302,6191.594156852101,6191.594156852101,3095.7970784260506
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-38791,APLA,2026-W14,NK-AP-TJ-3341,1501.2223443078733,643.3810047033743,2144.6033490112477,2144.6033490112477,1072.3016745056239
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-16675,Greater China,2026-W14,NK-AP-PDF-3564,5835.83414071298,2501.0717745912775,8336.905915304258,8336.905915304258,4168.452957652129
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-92592,APLA,2026-W14,NK-AP-TJ-7573,4815.921950580824,2063.9665502489247,6879.888500829749,6879.888500829749,3439.9442504148747
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-77110,Greater China,2026-W14,NK-AP-YLL-6906,1668.4187576261654,715.0366104112137,2383.4553680373792,2383.4553680373792,1191.7276840186896
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-15056,Greater China,2026-W14,NK-AP-YLL-1061,3602.5662718208187,1543.9569736374938,5146.523245458313,5146.523245458313,2573.2616227291564
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-33294,North America,2026-W14,NK-AP-SFJ-4859,2603.385152577115,1115.7364939616207,3719.121646538736,3719.121646538736,1859.560823269368
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-18454,North America,2026-W14,NK-AP-SFJ-2334,2600.1486028206755,1114.349401208861,3714.498004029537,3714.498004029537,1857.2490020147684
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-25323,Greater China,2026-W14,NK-CV-L-5530,814.3899266958715,349.0242542982307,1163.4141809941023,1163.4141809941023,581.7070904970511
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-11306,Greater China,2026-W14,NK-ZP-40-4704,3064.1433207350037,1313.2042803150016,4377.347601050005,4377.347601050005,2188.6738005250027
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-65578,North America,2026-W14,NK-BK-L21-4823,1515.2310043705575,649.3847161588104,2164.615720529368,2164.615720529368,1082.307860264684
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-45479,North America,2026-W14,NK-VF-3-5790,1585.3570235643608,679.438724384726,2264.795747949087,2264.795747949087,1132.3978739745435
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-30814,North America,2026-W14,NK-AP-PDF-8940,6443.315303136591,2761.4208442013964,9204.736147337988,9204.736147337988,4602.368073668994
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-63573,APLA,2026-W14,NK-AM-270-5171,1751.7149319620526,750.7349708408797,2502.4499028029322,2502.4499028029322,1251.2249514014661
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-29861,EMEA,2026-W14,NK-RT-3-2805,6920.9308504150085,2966.113221606432,9887.044072021441,9887.044072021441,4943.5220360107205
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-27133,Greater China,2026-W14,NK-AP-ECT-8532,6955.677448805583,2981.004620916678,9936.682069722261,9936.682069722261,4968.3410348611305
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-35645,North America,2026-W14,NK-RT-3-5179,1171.2223000072188,501.9524142888081,1673.174714296027,1673.174714296027,836.5873571480136
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-78195,North America,2026-W14,NK-AM-270-6831,2600.111001734034,1114.3332864574431,3714.444288191477,3714.444288191477,1857.2221440957385
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-45730,Greater China,2026-W14,NK-AP-SFJ-4121,1505.4763476505286,645.2041489930838,2150.6804966436125,2150.6804966436125,1075.3402483218063
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-22916,North America,2026-W14,NK-AP-YLL-9788,5322.327838320312,2280.9976449944197,7603.325483314733,7603.325483314733,3801.6627416573665
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-32234,APLA,2026-W14,NK-BK-KD16-4409,6209.595859737734,2661.255368459029,8870.851228196763,8870.851228196763,4435.425614098382
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-51481,North America,2026-W14,NK-VF-3-3859,4806.908535051413,2060.1036578791773,6867.012192930591,6867.012192930591,3433.5060964652953
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-26599,Greater China,2026-W14,NK-AP-PDF-2653,4245.136357201275,1819.3441530862608,6064.480510287536,6064.480510287536,3032.240255143768
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-14003,EMEA,2026-W14,NK-RA-RM-6334,6256.554967694384,2681.3807004404503,8937.935668134834,8937.935668134834,4468.967834067417
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-67506,North America,2026-W14,NK-AP-IC-4646,6560.010611159173,2811.4331190682174,9371.443730227391,9371.443730227391,4685.7218651136955
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-35558,APLA,2026-W14,NK-BK-KD16-5438,4773.401275328495,2045.7434037122123,6819.144679040708,6819.144679040708,3409.572339520354
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-35931,APLA,2026-W14,NK-AP-SFJ-2449,5701.179826245968,2443.3627826768434,8144.542608922812,8144.542608922812,4072.271304461406
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-53399,Greater China,2026-W14,NK-BK-JA1-3039,6408.558969922679,2746.5252728240052,9155.084242746685,9155.084242746685,4577.5421213733425
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-76894,APLA,2026-W14,NK-AP-YLL-5703,1546.1334403006936,662.6286172717258,2208.7620575724195,2208.7620575724195,1104.3810287862098
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-64081,EMEA,2026-W14,NK-AP-IC-4712,1753.126440607484,751.3399031174932,2504.4663437249774,2504.4663437249774,1252.2331718624887
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-85564,EMEA,2026-W14,NK-AM-270-1185,3396.104268601354,1455.4732579720087,4851.577526573363,4851.577526573363,2425.7887632866814
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-29355,APLA,2026-W14,NK-AP-YLL-3818,1536.1047727488192,658.330616892351,2194.4353896411703,2194.4353896411703,1097.2176948205852
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-39890,APLA,2026-W14,NK-AP-SFJ-7157,3858.692948517134,1653.725549364486,5512.41849788162,5512.41849788162,2756.20924894081
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-84373,EMEA,2026-W14,NK-AP-SFJ-2902,2216.477330755327,949.9188560379973,3166.3961867933244,3166.3961867933244,1583.1980933966622
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-15649,EMEA,2026-W14,NK-RA-RM-8953,2072.976131301411,888.418341986319,2961.39447328773,2961.39447328773,1480.697236643865
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-23977,Greater China,2026-W14,NK-AP-YLL-6963,2471.685926327045,1059.2939684258763,3530.979894752921,3530.979894752921,1765.4899473764606
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-46283,Greater China,2026-W14,NK-AP-SFJ-1266,5313.351977155773,2277.150847352474,7590.502824508248,7590.502824508248,3795.251412254124
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-69089,Greater China,2026-W14,NK-AM-270-5631,2494.387276560552,1069.0231185259508,3563.4103950865033,3563.4103950865033,1781.7051975432516
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-93444,North America,2026-W14,NK-AP-PDF-9847,4996.698656856643,2141.4422815099897,7138.140938366632,7138.140938366632,3569.070469183316
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-41866,North America,2026-W14,NK-ZP-40-3067,3057.049796377108,1310.164198447332,4367.21399482444,4367.21399482444,2183.60699741222
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-23241,Greater China,2026-W14,NK-AP-SFJ-8598,3473.9419266425243,1488.8322542753676,4962.774180917892,4962.774180917892,2481.387090458946
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-20986,APLA,2026-W14,NK-SB-DLP-4118,5743.524951805383,2461.510693630879,8205.035645436263,8205.035645436263,4102.517822718131
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-44170,EMEA,2026-W14,NK-RA-RW-6177,5582.789272343913,2392.623973861677,7975.41324620559,7975.41324620559,3987.706623102795
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-29755,North America,2026-W14,NK-AP-ECT-8120,5628.2877173549505,2412.123307437836,8040.4110247927865,8040.4110247927865,4020.2055123963933
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-22355,EMEA,2026-W14,NK-AM-PLS-7430,2385.8109692534977,1022.4904153943562,3408.3013846478543,3408.3013846478543,1704.1506923239272
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-56816,EMEA,2026-W14,NK-AP-TJ-2275,2492.64641785187,1068.27703622223,3560.9234540741004,3560.9234540741004,1780.4617270370502
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-44105,North America,2026-W14,NK-RA-RW-1825,5117.468353184876,2193.2007227935183,7310.669075978395,7310.669075978395,3655.3345379891975
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-77148,Greater China,2026-W14,NK-AP-TJ-6055,3166.090812846499,1356.8960626484995,4522.9868754949985,4522.9868754949985,2261.4934377474992
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-23859,EMEA,2026-W14,NK-BK-KD16-5138,2743.898900731874,1175.9566717422317,3919.855572474106,3919.855572474106,1959.927786237053
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-24588,EMEA,2026-W14,NK-BK-KD16-2857,3157.8516167584107,1353.3649786107474,4511.216595369158,4511.216595369158,2255.608297684579
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-95537,Greater China,2026-W14,NK-MT-9-2483,1720.7864239100597,737.4798959614542,2458.266319871514,2458.266319871514,1229.133159935757
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-18603,North America,2026-W14,NK-SB-DLP-5305,6727.822054051749,2883.352308879321,9611.17436293107,9611.17436293107,4805.587181465535
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-26265,EMEA,2026-W14,NK-AP-ECT-1201,4060.0757548980773,1740.0324663848903,5800.108221282968,5800.108221282968,2900.054110641484
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-97085,North America,2026-W14,NK-AP-YLL-5292,2271.962641636742,973.6982749871752,3245.6609166239173,3245.6609166239173,1622.8304583119586
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-49496,Greater China,2026-W14,NK-BK-L21-5923,4331.1260797176155,1856.1968913075495,6187.322971025165,6187.322971025165,3093.6614855125827
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-98913,APLA,2026-W14,NK-RA-RW-4146,1503.8751327193195,644.5179140225655,2148.393046741885,2148.393046741885,1074.1965233709425
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-65239,APLA,2026-W14,NK-AM-PLS-3686,2438.703631742668,1045.1586993182864,3483.8623310609546,3483.8623310609546,1741.9311655304773
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-18415,Greater China,2026-W14,NK-VF-3-9175,4424.622446797873,1896.2667629133741,6320.8892097112475,6320.8892097112475,3160.4446048556238
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-65431,Greater China,2026-W14,NK-AP-ECT-8763,3538.993538590091,1516.7115165386103,5055.705055128701,5055.705055128701,2527.8525275643506
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-45054,APLA,2026-W14,NK-AM-90-8250,1792.2144360279071,768.0919011548174,2560.3063371827247,2560.3063371827247,1280.1531685913624
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-89015,Greater China,2026-W14,NK-CV-L-6472,1863.4447652128467,798.6191850912201,2662.063950304067,2662.063950304067,1331.0319751520335
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-17215,Greater China,2026-W14,NK-RA-RM-1508,1911.9931026144354,819.4256154061867,2731.4187180206222,2731.4187180206222,1365.7093590103111
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-74373,North America,2026-W14,NK-AP-YLL-4047,5322.487548537124,2281.066092230196,7603.55364076732,7603.55364076732,3801.77682038366
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-88228,Greater China,2026-W14,NK-AP-TJ-8861,4688.424787561432,2009.3249089548995,6697.749696516332,6697.749696516332,3348.874848258166
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-53945,Greater China,2026-W14,NK-AM-270-9815,2184.305068650277,936.1307437072617,3120.435812357539,3120.435812357539,1560.2179061787695
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-23611,Greater China,2026-W14,NK-RT-3-7657,1949.2259812730629,835.3825634027413,2784.6085446758043,2784.6085446758043,1392.3042723379021
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-47718,North America,2026-W14,NK-JD-SL3-8651,3085.9515867394534,1322.5506800311944,4408.502266770648,4408.502266770648,2204.251133385324
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-62876,APLA,2026-W14,NK-BZ-77-7858,887.7226310321695,380.4525561566441,1268.1751871888137,1268.1751871888137,634.0875935944068
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-35509,North America,2026-W14,NK-AP-TJ-8474,6908.306497236987,2960.7027845301373,9869.009281767125,9869.009281767125,4934.504640883562
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-26818,EMEA,2026-W14,NK-SB-DLP-5754,5856.52182413787,2509.9379246305157,8366.459748768386,8366.459748768386,4183.229874384193
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-89787,EMEA,2026-W14,NK-AM-PLS-3326,1353.9499314200905,580.2642563228959,1934.2141877429865,1934.2141877429865,967.1070938714932
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-75325,Greater China,2026-W14,NK-RA-RM-9680,5639.6336805170795,2416.9858630787485,8056.619543595828,8056.619543595828,4028.309771797914
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-90862,EMEA,2026-W14,NK-AM-90-4262,739.7476288187096,317.03469806516125,1056.7823268838708,1056.7823268838708,528.3911634419354
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-18238,Greater China,2026-W14,NK-VF-3-7229,860.6174584129271,368.8360536055402,1229.4535120184673,1229.4535120184673,614.7267560092337
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-77602,EMEA,2026-W14,NK-AP-IC-8242,5048.524587567612,2163.6533946718337,7212.1779822394465,7212.1779822394465,3606.0889911197232
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-13986,North America,2026-W14,NK-SB-DLP-1236,786.0737230280341,336.88873844058605,1122.9624614686202,1122.9624614686202,561.4812307343101
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-91274,Greater China,2026-W14,NK-RA-RM-5723,2711.212260882889,1161.9481118069525,3873.1603726898416,3873.1603726898416,1936.5801863449208
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-51834,APLA,2026-W14,NK-AM-PLS-4975,3702.254288138401,1586.680409202172,5288.934697340574,5288.934697340574,2644.467348670287
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-12574,APLA,2026-W14,NK-AP-SFJ-9071,1055.6833768236693,452.4357329244297,1508.1191097480992,1508.1191097480992,754.0595548740496
